"Notes"	"State"	"State Code"	"Year"	"Year Code"	Population
	"Missouri"	"29"	"2007"	"2007"	5887612
	"Missouri"	"29"	"2008"	"2008"	5923916
	"Missouri"	"29"	"2009"	"2009"	5961088
	"Missouri"	"29"	"2010"	"2010"	5988927
	"Missouri"	"29"	"2011"	"2011"	6010688
	"Missouri"	"29"	"2012"	"2012"	6021988
	"Missouri"	"29"	"2013"	"2013"	6044171
	"Missouri"	"29"	"2014"	"2014"	6063589
	"Missouri"	"29"	"2015"	"2015"	6083672
	"Missouri"	"29"	"2016"	"2016"	6093000
	"Missouri"	"29"	"2017"	"2017"	6113532
	"Missouri"	"29"	"2018"	"2018"	6126452
	"Missouri"	"29"	"2019"	"2019"	6137428
	"Montana"	"30"	"1999"	"1999"	897507
	"Montana"	"30"	"2000"	"2000"	902195
	"Montana"	"30"	"2001"	"2001"	906961
	"Montana"	"30"	"2002"	"2002"	911667
	"Montana"	"30"	"2003"	"2003"	919630
	"Montana"	"30"	"2004"	"2004"	930009
	"Montana"	"30"	"2005"	"2005"	940102
	"Montana"	"30"	"2006"	"2006"	952692
	"Montana"	"30"	"2007"	"2007"	964706
	"Montana"	"30"	"2008"	"2008"	976415
	"Montana"	"30"	"2009"	"2009"	983982
	"Montana"	"30"	"2010"	"2010"	989415
	"Montana"	"30"	"2011"	"2011"	998199
	"Montana"	"30"	"2012"	"2012"	1005141
	"Montana"	"30"	"2013"	"2013"	1015165
	"Montana"	"30"	"2014"	"2014"	1023579
	"Montana"	"30"	"2015"	"2015"	1032949
	"Montana"	"30"	"2016"	"2016"	1042520
	"Montana"	"30"	"2017"	"2017"	1050493
	"Montana"	"30"	"2018"	"2018"	1062305
	"Montana"	"30"	"2019"	"2019"	1068778
	"Nebraska"	"31"	"1999"	"1999"	1704764
	"Nebraska"	"31"	"2000"	"2000"	1711263
	"Nebraska"	"31"	"2001"	"2001"	1719836
	"Nebraska"	"31"	"2002"	"2002"	1728292
	"Nebraska"	"31"	"2003"	"2003"	1738643
	"Nebraska"	"31"	"2004"	"2004"	1749370
	"Nebraska"	"31"	"2005"	"2005"	1761497
	"Nebraska"	"31"	"2006"	"2006"	1772693
	"Nebraska"	"31"	"2007"	"2007"	1783440
	"Nebraska"	"31"	"2008"	"2008"	1796378
	"Nebraska"	"31"	"2009"	"2009"	1812683
	"Nebraska"	"31"	"2010"	"2010"	1826341
	"Nebraska"	"31"	"2011"	"2011"	1842641
	"Nebraska"	"31"	"2012"	"2012"	1855525
	"Nebraska"	"31"	"2013"	"2013"	1868516
	"Nebraska"	"31"	"2014"	"2014"	1881503
	"Nebraska"	"31"	"2015"	"2015"	1896190
	"Nebraska"	"31"	"2016"	"2016"	1907116
	"Nebraska"	"31"	"2017"	"2017"	1920076
	"Nebraska"	"31"	"2018"	"2018"	1929268
	"Nebraska"	"31"	"2019"	"2019"	1934408
	"Nevada"	"32"	"1999"	"1999"	1934718
	"Nevada"	"32"	"2000"	"2000"	1998257
	"Nevada"	"32"	"2001"	"2001"	2098399
	"Nevada"	"32"	"2002"	"2002"	2173791
	"Nevada"	"32"	"2003"	"2003"	2248850
	"Nevada"	"32"	"2004"	"2004"	2346222
	"Nevada"	"32"	"2005"	"2005"	2432143
	"Nevada"	"32"	"2006"	"2006"	2522658
	"Nevada"	"32"	"2007"	"2007"	2601072
	"Nevada"	"32"	"2008"	"2008"	2653630
	"Nevada"	"32"	"2009"	"2009"	2684665
	"Nevada"	"32"	"2010"	"2010"	2700551
	"Nevada"	"32"	"2011"	"2011"	2723322
	"Nevada"	"32"	"2012"	"2012"	2758931
	"Nevada"	"32"	"2013"	"2013"	2790136
	"Nevada"	"32"	"2014"	"2014"	2839099
	"Nevada"	"32"	"2015"	"2015"	2890845
	"Nevada"	"32"	"2016"	"2016"	2940058
	"Nevada"	"32"	"2017"	"2017"	2998039
	"Nevada"	"32"	"2018"	"2018"	3034392
	"Nevada"	"32"	"2019"	"2019"	3080156
	"New Hampshire"	"33"	"1999"	"1999"	1222014
	"New Hampshire"	"33"	"2000"	"2000"	1235786
	"New Hampshire"	"33"	"2001"	"2001"	1255517
	"New Hampshire"	"33"	"2002"	"2002"	1269089
	"New Hampshire"	"33"	"2003"	"2003"	1279840
	"New Hampshire"	"33"	"2004"	"2004"	1290121
	"New Hampshire"	"33"	"2005"	"2005"	1298492
	"New Hampshire"	"33"	"2006"	"2006"	1308389
	"New Hampshire"	"33"	"2007"	"2007"	1312540
	"New Hampshire"	"33"	"2008"	"2008"	1315906
	"New Hampshire"	"33"	"2009"	"2009"	1316102
	"New Hampshire"	"33"	"2010"	"2010"	1316470
	"New Hampshire"	"33"	"2011"	"2011"	1318194
	"New Hampshire"	"33"	"2012"	"2012"	1320718
	"New Hampshire"	"33"	"2013"	"2013"	1323459
	"New Hampshire"	"33"	"2014"	"2014"	1326813
	"New Hampshire"	"33"	"2015"	"2015"	1330608
	"New Hampshire"	"33"	"2016"	"2016"	1334795
	"New Hampshire"	"33"	"2017"	"2017"	1342795
	"New Hampshire"	"33"	"2018"	"2018"	1356458
	"New Hampshire"	"33"	"2019"	"2019"	1359711
	"New Jersey"	"34"	"1999"	"1999"	8359592
	"New Jersey"	"34"	"2000"	"2000"	8414350
	"New Jersey"	"34"	"2001"	"2001"	8492671
	"New Jersey"	"34"	"2002"	"2002"	8552643
	"New Jersey"	"34"	"2003"	"2003"	8601402
	"New Jersey"	"34"	"2004"	"2004"	8634561
	"New Jersey"	"34"	"2005"	"2005"	8651974
	"New Jersey"	"34"	"2006"	"2006"	8661679
	"New Jersey"	"34"	"2007"	"2007"	8677885
	"New Jersey"	"34"	"2008"	"2008"	8711090
	"New Jersey"	"34"	"2009"	"2009"	8755602
	"New Jersey"	"34"	"2010"	"2010"	8791894
	"New Jersey"	"34"	"2011"	"2011"	8821155
	"New Jersey"	"34"	"2012"	"2012"	8864590
	"New Jersey"	"34"	"2013"	"2013"	8899339
	"New Jersey"	"34"	"2014"	"2014"	8938175
	"New Jersey"	"34"	"2015"	"2015"	8958013
	"New Jersey"	"34"	"2016"	"2016"	8944469
	"New Jersey"	"34"	"2017"	"2017"	9005644
	"New Jersey"	"34"	"2018"	"2018"	8908520
	"New Jersey"	"34"	"2019"	"2019"	8882190
	"New Mexico"	"35"	"1999"	"1999"	1808082
	"New Mexico"	"35"	"2000"	"2000"	1819046
	"New Mexico"	"35"	"2001"	"2001"	1831690
	"New Mexico"	"35"	"2002"	"2002"	1855309
	"New Mexico"	"35"	"2003"	"2003"	1877574
	"New Mexico"	"35"	"2004"	"2004"	1903808
	"New Mexico"	"35"	"2005"	"2005"	1932274
	"New Mexico"	"35"	"2006"	"2006"	1962137
	"New Mexico"	"35"	"2007"	"2007"	1990070
	"New Mexico"	"35"	"2008"	"2008"	2010662
	"New Mexico"	"35"	"2009"	"2009"	2036802
	"New Mexico"	"35"	"2010"	"2010"	2059179
	"New Mexico"	"35"	"2011"	"2011"	2082224
	"New Mexico"	"35"	"2012"	"2012"	2085538
	"New Mexico"	"35"	"2013"	"2013"	2085287
	"New Mexico"	"35"	"2014"	"2014"	2085572
	"New Mexico"	"35"	"2015"	"2015"	2085109
	"New Mexico"	"35"	"2016"	"2016"	2081015
	"New Mexico"	"35"	"2017"	"2017"	2088070
	"New Mexico"	"35"	"2018"	"2018"	2095428
	"New Mexico"	"35"	"2019"	"2019"	2096829
	"New York"	"36"	"1999"	"1999"	18882725
	"New York"	"36"	"2000"	"2000"	18976457
	"New York"	"36"	"2001"	"2001"	19082838
	"New York"	"36"	"2002"	"2002"	19137800
	"New York"	"36"	"2003"	"2003"	19175939
	"New York"	"36"	"2004"	"2004"	19171567
	"New York"	"36"	"2005"	"2005"	19132610
	"New York"	"36"	"2006"	"2006"	19104631
	"New York"	"36"	"2007"	"2007"	19132335
	"New York"	"36"	"2008"	"2008"	19212436
	"New York"	"36"	"2009"	"2009"	19307066
	"New York"	"36"	"2010"	"2010"	19378102
	"New York"	"36"	"2011"	"2011"	19465197
	"New York"	"36"	"2012"	"2012"	19570261
	"New York"	"36"	"2013"	"2013"	19651127
	"New York"	"36"	"2014"	"2014"	19746227
	"New York"	"36"	"2015"	"2015"	19795791
	"New York"	"36"	"2016"	"2016"	19745289
	"New York"	"36"	"2017"	"2017"	19849399
	"New York"	"36"	"2018"	"2018"	19542209
	"New York"	"36"	"2019"	"2019"	19453561
	"North Carolina"	"37"	"1999"	"1999"	7949361
	"North Carolina"	"37"	"2000"	"2000"	8049313
	"North Carolina"	"37"	"2001"	"2001"	8210122
	"North Carolina"	"37"	"2002"	"2002"	8326201
	"North Carolina"	"37"	"2003"	"2003"	8422501
	"North Carolina"	"37"	"2004"	"2004"	8553152
	"North Carolina"	"37"	"2005"	"2005"	8705407
	"North Carolina"	"37"	"2006"	"2006"	8917270
	"North Carolina"	"37"	"2007"	"2007"	9118037
	"North Carolina"	"37"	"2008"	"2008"	9309449
	"North Carolina"	"37"	"2009"	"2009"	9449566
	"North Carolina"	"37"	"2010"	"2010"	9535483
	"North Carolina"	"37"	"2011"	"2011"	9656401
	"North Carolina"	"37"	"2012"	"2012"	9752073
	"North Carolina"	"37"	"2013"	"2013"	9848060
	"North Carolina"	"37"	"2014"	"2014"	9943964
	"North Carolina"	"37"	"2015"	"2015"	10042802
	"North Carolina"	"37"	"2016"	"2016"	10146788
	"North Carolina"	"37"	"2017"	"2017"	10273419
	"North Carolina"	"37"	"2018"	"2018"	10383620
	"North Carolina"	"37"	"2019"	"2019"	10488084
	"North Dakota"	"38"	"1999"	"1999"	644259
	"North Dakota"	"38"	"2000"	"2000"	642200
	"North Dakota"	"38"	"2001"	"2001"	639062
	"North Dakota"	"38"	"2002"	"2002"	638168
	"North Dakota"	"38"	"2003"	"2003"	638817
	"North Dakota"	"38"	"2004"	"2004"	644705
	"North Dakota"	"38"	"2005"	"2005"	646089
	"North Dakota"	"38"	"2006"	"2006"	649422
	"North Dakota"	"38"	"2007"	"2007"	652822
	"North Dakota"	"38"	"2008"	"2008"	657569
	"North Dakota"	"38"	"2009"	"2009"	664968
	"North Dakota"	"38"	"2010"	"2010"	672591
	"North Dakota"	"38"	"2011"	"2011"	683932
	"North Dakota"	"38"	"2012"	"2012"	699628
	"North Dakota"	"38"	"2013"	"2013"	723393
	"North Dakota"	"38"	"2014"	"2014"	739482
	"North Dakota"	"38"	"2015"	"2015"	756927
	"North Dakota"	"38"	"2016"	"2016"	757952
	"North Dakota"	"38"	"2017"	"2017"	755393
	"North Dakota"	"38"	"2018"	"2018"	760077
	"North Dakota"	"38"	"2019"	"2019"	762062
	"Ohio"	"39"	"1999"	"1999"	11335454
	"Ohio"	"39"	"2000"	"2000"	11353140
	"Ohio"	"39"	"2001"	"2001"	11387404
	"Ohio"	"39"	"2002"	"2002"	11407889
	"Ohio"	"39"	"2003"	"2003"	11434788
	"Ohio"	"39"	"2004"	"2004"	11452251
	"Ohio"	"39"	"2005"	"2005"	11463320
	"Ohio"	"39"	"2006"	"2006"	11481213
	"Ohio"	"39"	"2007"	"2007"	11500468
	"Ohio"	"39"	"2008"	"2008"	11515391
	"Ohio"	"39"	"2009"	"2009"	11528896
	"Ohio"	"39"	"2010"	"2010"	11536504
	"Ohio"	"39"	"2011"	"2011"	11544951
	"Ohio"	"39"	"2012"	"2012"	11544225
	"Ohio"	"39"	"2013"	"2013"	11570808
	"Ohio"	"39"	"2014"	"2014"	11594163
	"Ohio"	"39"	"2015"	"2015"	11613423
	"Ohio"	"39"	"2016"	"2016"	11614373
	"Ohio"	"39"	"2017"	"2017"	11658609
	"Ohio"	"39"	"2018"	"2018"	11689442
	"Ohio"	"39"	"2019"	"2019"	11689100
	"Oklahoma"	"40"	"1999"	"1999"	3437147
	"Oklahoma"	"40"	"2000"	"2000"	3450654
	"Oklahoma"	"40"	"2001"	"2001"	3467100
	"Oklahoma"	"40"	"2002"	"2002"	3489080
	"Oklahoma"	"40"	"2003"	"2003"	3504892
	"Oklahoma"	"40"	"2004"	"2004"	3525233
	"Oklahoma"	"40"	"2005"	"2005"	3548597
	"Oklahoma"	"40"	"2006"	"2006"	3594090
	"Oklahoma"	"40"	"2007"	"2007"	3634349
	"Oklahoma"	"40"	"2008"	"2008"	3668976
	"Oklahoma"	"40"	"2009"	"2009"	3717572
	"Oklahoma"	"40"	"2010"	"2010"	3751351
	"Oklahoma"	"40"	"2011"	"2011"	3791508
	"Oklahoma"	"40"	"2012"	"2012"	3814820
	"Oklahoma"	"40"	"2013"	"2013"	3850568
	"Oklahoma"	"40"	"2014"	"2014"	3878051
	"Oklahoma"	"40"	"2015"	"2015"	3911338
	"Oklahoma"	"40"	"2016"	"2016"	3923561
	"Oklahoma"	"40"	"2017"	"2017"	3930864
	"Oklahoma"	"40"	"2018"	"2018"	3943079
	"Oklahoma"	"40"	"2019"	"2019"	3956971
	"Oregon"	"41"	"1999"	"1999"	3393941
	"Oregon"	"41"	"2000"	"2000"	3421399
	"Oregon"	"41"	"2001"	"2001"	3467937
	"Oregon"	"41"	"2002"	"2002"	3513424
	"Oregon"	"41"	"2003"	"2003"	3547376
	"Oregon"	"41"	"2004"	"2004"	3569463
	"Oregon"	"41"	"2005"	"2005"	3613202
	"Oregon"	"41"	"2006"	"2006"	3670883
	"Oregon"	"41"	"2007"	"2007"	3722417
	"Oregon"	"41"	"2008"	"2008"	3768748
	"Oregon"	"41"	"2009"	"2009"	3808600
	"Oregon"	"41"	"2010"	"2010"	3831074
	"Oregon"	"41"	"2011"	"2011"	3871859
	"Oregon"	"41"	"2012"	"2012"	3899353
	"Oregon"	"41"	"2013"	"2013"	3930065
	"Oregon"	"41"	"2014"	"2014"	3970239
	"Oregon"	"41"	"2015"	"2015"	4028977
	"Oregon"	"41"	"2016"	"2016"	4093465
	"Oregon"	"41"	"2017"	"2017"	4142776
	"Oregon"	"41"	"2018"	"2018"	4190713
	"Oregon"	"41"	"2019"	"2019"	4217737
	"Pennsylvania"	"42"	"1999"	"1999"	12263805
	"Pennsylvania"	"42"	"2000"	"2000"	12281054
	"Pennsylvania"	"42"	"2001"	"2001"	12298970
	"Pennsylvania"	"42"	"2002"	"2002"	12331031
	"Pennsylvania"	"42"	"2003"	"2003"	12374658
	"Pennsylvania"	"42"	"2004"	"2004"	12410722
	"Pennsylvania"	"42"	"2005"	"2005"	12449990
	"Pennsylvania"	"42"	"2006"	"2006"	12510809
	"Pennsylvania"	"42"	"2007"	"2007"	12563937
	"Pennsylvania"	"42"	"2008"	"2008"	12612285
	"Pennsylvania"	"42"	"2009"	"2009"	12666858
	"Pennsylvania"	"42"	"2010"	"2010"	12702379
	"Pennsylvania"	"42"	"2011"	"2011"	12742886
	"Pennsylvania"	"42"	"2012"	"2012"	12763536
	"Pennsylvania"	"42"	"2013"	"2013"	12773801
	"Pennsylvania"	"42"	"2014"	"2014"	12787209
	"Pennsylvania"	"42"	"2015"	"2015"	12802503
	"Pennsylvania"	"42"	"2016"	"2016"	12784227
	"Pennsylvania"	"42"	"2017"	"2017"	12805537
	"Pennsylvania"	"42"	"2018"	"2018"	12807060
	"Pennsylvania"	"42"	"2019"	"2019"	12801989
	"Rhode Island"	"44"	"1999"	"1999"	1040402
	"Rhode Island"	"44"	"2000"	"2000"	1048319
	"Rhode Island"	"44"	"2001"	"2001"	1057142
	"Rhode Island"	"44"	"2002"	"2002"	1065995
	"Rhode Island"	"44"	"2003"	"2003"	1071342
	"Rhode Island"	"44"	"2004"	"2004"	1074579
	"Rhode Island"	"44"	"2005"	"2005"	1067916
	"Rhode Island"	"44"	"2006"	"2006"	1063096
	"Rhode Island"	"44"	"2007"	"2007"	1057315
	"Rhode Island"	"44"	"2008"	"2008"	1055003
	"Rhode Island"	"44"	"2009"	"2009"	1053646
	"Rhode Island"	"44"	"2010"	"2010"	1052567
	"Rhode Island"	"44"	"2011"	"2011"	1051302
	"Rhode Island"	"44"	"2012"	"2012"	1050292
	"Rhode Island"	"44"	"2013"	"2013"	1051511
	"Rhode Island"	"44"	"2014"	"2014"	1055173
	"Rhode Island"	"44"	"2015"	"2015"	1056298
	"Rhode Island"	"44"	"2016"	"2016"	1056426
	"Rhode Island"	"44"	"2017"	"2017"	1059639
	"Rhode Island"	"44"	"2018"	"2018"	1057315
	"Rhode Island"	"44"	"2019"	"2019"	1059361
	"South Carolina"	"45"	"1999"	"1999"	3974682
	"South Carolina"	"45"	"2000"	"2000"	4012012
	"South Carolina"	"45"	"2001"	"2001"	4064995
	"South Carolina"	"45"	"2002"	"2002"	4107795
	"South Carolina"	"45"	"2003"	"2003"	4150297
	"South Carolina"	"45"	"2004"	"2004"	4210921
	"South Carolina"	"45"	"2005"	"2005"	4270150
	"South Carolina"	"45"	"2006"	"2006"	4357847
	"South Carolina"	"45"	"2007"	"2007"	4444110
	"South Carolina"	"45"	"2008"	"2008"	4528996
	"South Carolina"	"45"	"2009"	"2009"	4589872
	"South Carolina"	"45"	"2010"	"2010"	4625364
	"South Carolina"	"45"	"2011"	"2011"	4679230
	"South Carolina"	"45"	"2012"	"2012"	4723723
	"South Carolina"	"45"	"2013"	"2013"	4774839
	"South Carolina"	"45"	"2014"	"2014"	4832482
	"South Carolina"	"45"	"2015"	"2015"	4896146
	"South Carolina"	"45"	"2016"	"2016"	4961119
	"South Carolina"	"45"	"2017"	"2017"	5024369
	"South Carolina"	"45"	"2018"	"2018"	5084127
	"South Carolina"	"45"	"2019"	"2019"	5148714
	"South Dakota"	"46"	"1999"	"1999"	750412
	"South Dakota"	"46"	"2000"	"2000"	754844
	"South Dakota"	"46"	"2001"	"2001"	757972
	"South Dakota"	"46"	"2002"	"2002"	760020
	"South Dakota"	"46"	"2003"	"2003"	763729
	"South Dakota"	"46"	"2004"	"2004"	770396
	"South Dakota"	"46"	"2005"	"2005"	775493
	"South Dakota"	"46"	"2006"	"2006"	783033
	"South Dakota"	"46"	"2007"	"2007"	791623
	"South Dakota"	"46"	"2008"	"2008"	799124
	"South Dakota"	"46"	"2009"	"2009"	807067
	"South Dakota"	"46"	"2010"	"2010"	814180
	"South Dakota"	"46"	"2011"	"2011"	824082
	"South Dakota"	"46"	"2012"	"2012"	833354
	"South Dakota"	"46"	"2013"	"2013"	844877
	"South Dakota"	"46"	"2014"	"2014"	853175
	"South Dakota"	"46"	"2015"	"2015"	858469
	"South Dakota"	"46"	"2016"	"2016"	865454
	"South Dakota"	"46"	"2017"	"2017"	869666
	"South Dakota"	"46"	"2018"	"2018"	882235
	"South Dakota"	"46"	"2019"	"2019"	884659
	"Tennessee"	"47"	"1999"	"1999"	5638706
	"Tennessee"	"47"	"2000"	"2000"	5689283
	"Tennessee"	"47"	"2001"	"2001"	5750789
	"Tennessee"	"47"	"2002"	"2002"	5795918
	"Tennessee"	"47"	"2003"	"2003"	5847812
	"Tennessee"	"47"	"2004"	"2004"	5910809
	"Tennessee"	"47"	"2005"	"2005"	5991057
	"Tennessee"	"47"	"2006"	"2006"	6088766
	"Tennessee"	"47"	"2007"	"2007"	6175727
	"Tennessee"	"47"	"2008"	"2008"	6247411
	"Tennessee"	"47"	"2009"	"2009"	6306019
	"Tennessee"	"47"	"2010"	"2010"	6346105
	"Tennessee"	"47"	"2011"	"2011"	6403353
	"Tennessee"	"47"	"2012"	"2012"	6456243
	"Tennessee"	"47"	"2013"	"2013"	6495978
	"Tennessee"	"47"	"2014"	"2014"	6549352
	"Tennessee"	"47"	"2015"	"2015"	6600299
	"Tennessee"	"47"	"2016"	"2016"	6651194
	"Tennessee"	"47"	"2017"	"2017"	6715984
	"Tennessee"	"47"	"2018"	"2018"	6770010
	"Tennessee"	"47"	"2019"	"2019"	6829174
	"Texas"	"48"	"1999"	"1999"	20558220
	"Texas"	"48"	"2000"	"2000"	20851820
	"Texas"	"48"	"2001"	"2001"	21319622
	"Texas"	"48"	"2002"	"2002"	21690325
	"Texas"	"48"	"2003"	"2003"	22030931
	"Texas"	"48"	"2004"	"2004"	22394023
	"Texas"	"48"	"2005"	"2005"	22778123
	"Texas"	"48"	"2006"	"2006"	23359580
	"Texas"	"48"	"2007"	"2007"	23831983
	"Texas"	"48"	"2008"	"2008"	24309039
	"Texas"	"48"	"2009"	"2009"	24801761
	"Texas"	"48"	"2010"	"2010"	25145561
	"Texas"	"48"	"2011"	"2011"	25674681
	"Texas"	"48"	"2012"	"2012"	26059203
	"Texas"	"48"	"2013"	"2013"	26448193
	"Texas"	"48"	"2014"	"2014"	26956958
	"Texas"	"48"	"2015"	"2015"	27469114
	"Texas"	"48"	"2016"	"2016"	27862596
	"Texas"	"48"	"2017"	"2017"	28304596
	"Texas"	"48"	"2018"	"2018"	28701845
	"Texas"	"48"	"2019"	"2019"	28995881
	"Utah"	"49"	"1999"	"1999"	2203482
	"Utah"	"49"	"2000"	"2000"	2233169
	"Utah"	"49"	"2001"	"2001"	2283715
	"Utah"	"49"	"2002"	"2002"	2324815
	"Utah"	"49"	"2003"	"2003"	2360137
	"Utah"	"49"	"2004"	"2004"	2401580
	"Utah"	"49"	"2005"	"2005"	2457719
	"Utah"	"49"	"2006"	"2006"	2525507
	"Utah"	"49"	"2007"	"2007"	2597746
	"Utah"	"49"	"2008"	"2008"	2663029
	"Utah"	"49"	"2009"	"2009"	2723421
	"Utah"	"49"	"2010"	"2010"	2763885
	"Utah"	"49"	"2011"	"2011"	2817222
	"Utah"	"49"	"2012"	"2012"	2855287
	"Utah"	"49"	"2013"	"2013"	2900872
	"Utah"	"49"	"2014"	"2014"	2942902
	"Utah"	"49"	"2015"	"2015"	2995919
	"Utah"	"49"	"2016"	"2016"	3051217
	"Utah"	"49"	"2017"	"2017"	3101833
	"Utah"	"49"	"2018"	"2018"	3161105
	"Utah"	"49"	"2019"	"2019"	3205958
	"Vermont"	"50"	"1999"	"1999"	604683
	"Vermont"	"50"	"2000"	"2000"	608827
	"Vermont"	"50"	"2001"	"2001"	612223
	"Vermont"	"50"	"2002"	"2002"	615442
	"Vermont"	"50"	"2003"	"2003"	617858
	"Vermont"	"50"	"2004"	"2004"	619920
	"Vermont"	"50"	"2005"	"2005"	621215
	"Vermont"	"50"	"2006"	"2006"	622892
	"Vermont"	"50"	"2007"	"2007"	623481
	"Vermont"	"50"	"2008"	"2008"	624151
	"Vermont"	"50"	"2009"	"2009"	624817
	"Vermont"	"50"	"2010"	"2010"	625741
	"Vermont"	"50"	"2011"	"2011"	626431
	"Vermont"	"50"	"2012"	"2012"	626011
	"Vermont"	"50"	"2013"	"2013"	626630
	"Vermont"	"50"	"2014"	"2014"	626562
	"Vermont"	"50"	"2015"	"2015"	626042
	"Vermont"	"50"	"2016"	"2016"	624594
	"Vermont"	"50"	"2017"	"2017"	623657
	"Vermont"	"50"	"2018"	"2018"	626299
	"Vermont"	"50"	"2019"	"2019"	623989
	"Virginia"	"51"	"1999"	"1999"	7000174
	"Virginia"	"51"	"2000"	"2000"	7078515
	"Virginia"	"51"	"2001"	"2001"	7198362
	"Virginia"	"51"	"2002"	"2002"	7286873
	"Virginia"	"51"	"2003"	"2003"	7366977
	"Virginia"	"51"	"2004"	"2004"	7475575
	"Virginia"	"51"	"2005"	"2005"	7577105
	"Virginia"	"51"	"2006"	"2006"	7673725
	"Virginia"	"51"	"2007"	"2007"	7751000
	"Virginia"	"51"	"2008"	"2008"	7833496
	"Virginia"	"51"	"2009"	"2009"	7925937
	"Virginia"	"51"	"2010"	"2010"	8001024
	"Virginia"	"51"	"2011"	"2011"	8096604
	"Virginia"	"51"	"2012"	"2012"	8185867
	"Virginia"	"51"	"2013"	"2013"	8260405
	"Virginia"	"51"	"2014"	"2014"	8326289
	"Virginia"	"51"	"2015"	"2015"	8382993
	"Virginia"	"51"	"2016"	"2016"	8411808
	"Virginia"	"51"	"2017"	"2017"	8470020
	"Virginia"	"51"	"2018"	"2018"	8517685
	"Virginia"	"51"	"2019"	"2019"	8535519
	"Washington"	"53"	"1999"	"1999"	5842564
	"Washington"	"53"	"2000"	"2000"	5894121
	"Washington"	"53"	"2001"	"2001"	5985722
	"Washington"	"53"	"2002"	"2002"	6052349
	"Washington"	"53"	"2003"	"2003"	6104115
	"Washington"	"53"	"2004"	"2004"	6178645
	"Washington"	"53"	"2005"	"2005"	6257305
	"Washington"	"53"	"2006"	"2006"	6370753
	"Washington"	"53"	"2007"	"2007"	6461587
	"Washington"	"53"	"2008"	"2008"	6562231
	"Washington"	"53"	"2009"	"2009"	6667426
	"Washington"	"53"	"2010"	"2010"	6724540
	"Washington"	"53"	"2011"	"2011"	6830038
	"Washington"	"53"	"2012"	"2012"	6897012
	"Washington"	"53"	"2013"	"2013"	6971406
	"Washington"	"53"	"2014"	"2014"	7061530
	"Washington"	"53"	"2015"	"2015"	7170351
	"Washington"	"53"	"2016"	"2016"	7288000
	"Washington"	"53"	"2017"	"2017"	7405743
	"Washington"	"53"	"2018"	"2018"	7535591
	"Washington"	"53"	"2019"	"2019"	7614893
	"West Virginia"	"54"	"1999"	"1999"	1811799
	"West Virginia"	"54"	"2000"	"2000"	1808344
	"West Virginia"	"54"	"2001"	"2001"	1801481
	"West Virginia"	"54"	"2002"	"2002"	1805414
	"West Virginia"	"54"	"2003"	"2003"	1812295
	"West Virginia"	"54"	"2004"	"2004"	1816438
	"West Virginia"	"54"	"2005"	"2005"	1820492
	"West Virginia"	"54"	"2006"	"2006"	1827912
	"West Virginia"	"54"	"2007"	"2007"	1834052
	"West Virginia"	"54"	"2008"	"2008"	1840310
	"West Virginia"	"54"	"2009"	"2009"	1847775
	"West Virginia"	"54"	"2010"	"2010"	1852994
	"West Virginia"	"54"	"2011"	"2011"	1855364
	"West Virginia"	"54"	"2012"	"2012"	1855413
	"West Virginia"	"54"	"2013"	"2013"	1854304
	"West Virginia"	"54"	"2014"	"2014"	1850326
	"West Virginia"	"54"	"2015"	"2015"	1844128
	"West Virginia"	"54"	"2016"	"2016"	1831102
	"West Virginia"	"54"	"2017"	"2017"	1815857
	"West Virginia"	"54"	"2018"	"2018"	1805832
	"West Virginia"	"54"	"2019"	"2019"	1792147
	"Wisconsin"	"55"	"1999"	"1999"	5332666
	"Wisconsin"	"55"	"2000"	"2000"	5363675
	"Wisconsin"	"55"	"2001"	"2001"	5406835
	"Wisconsin"	"55"	"2002"	"2002"	5445162
	"Wisconsin"	"55"	"2003"	"2003"	5479203
	"Wisconsin"	"55"	"2004"	"2004"	5514026
	"Wisconsin"	"55"	"2005"	"2005"	5546166
	"Wisconsin"	"55"	"2006"	"2006"	5577655
	"Wisconsin"	"55"	"2007"	"2007"	5610775
	"Wisconsin"	"55"	"2008"	"2008"	5640996
	"Wisconsin"	"55"	"2009"	"2009"	5669264
	"Wisconsin"	"55"	"2010"	"2010"	5686986
	"Wisconsin"	"55"	"2011"	"2011"	5711767
	"Wisconsin"	"55"	"2012"	"2012"	5726398
	"Wisconsin"	"55"	"2013"	"2013"	5742713
	"Wisconsin"	"55"	"2014"	"2014"	5757564
	"Wisconsin"	"55"	"2015"	"2015"	5771337
	"Wisconsin"	"55"	"2016"	"2016"	5778708
	"Wisconsin"	"55"	"2017"	"2017"	5795483
	"Wisconsin"	"55"	"2018"	"2018"	5813568
	"Wisconsin"	"55"	"2019"	"2019"	5822434
	"Wyoming"	"56"	"1999"	"1999"	491780
	"Wyoming"	"56"	"2000"	"2000"	493782
	"Wyoming"	"56"	"2001"	"2001"	494657
	"Wyoming"	"56"	"2002"	"2002"	500017
	"Wyoming"	"56"	"2003"	"2003"	503453
	"Wyoming"	"56"	"2004"	"2004"	509106
	"Wyoming"	"56"	"2005"	"2005"	514157
	"Wyoming"	"56"	"2006"	"2006"	522667
	"Wyoming"	"56"	"2007"	"2007"	534876
	"Wyoming"	"56"	"2008"	"2008"	546043
	"Wyoming"	"56"	"2009"	"2009"	559851
