Notes	State	State Code	Year	Year Code	Deaths	Population
	New York	36	2001	2001	3844	19082838
	New York	36	2002	2002	3934	19137800
	New York	36	2003	2003	4227	19175939
	New York	36	2004	2004	3913	19171567
	New York	36	2005	2005	4051	19132610
	New York	36	2006	2006	3848	19104631
	New York	36	2007	2007	3715	19132335
	New York	36	2008	2008	3605	19212436
	New York	36	2009	2009	3723	19307066
	New York	36	2010	2010	3642	19378102
	New York	36	2011	2011	3988	19465197
	New York	36	2012	2012	4010	19570261
	New York	36	2013	2013	4094	19651127
	New York	36	2014	2014	4064	19746227
	New York	36	2015	2015	4045	19795791
	New York	36	2016	2016	4038	19745289
	New York	36	2017	2017	4176	19849399
	New York	36	2018	2018	4519	19542209
	New York	36	2019	2019	4564	19453561
	North Carolina	37	1999	1999	2050	7949361
	North Carolina	37	2000	2000	2084	8049313
	North Carolina	37	2001	2001	2181	8210122
	North Carolina	37	2002	2002	2205	8326201
	North Carolina	37	2003	2003	2388	8422501
	North Carolina	37	2004	2004	2253	8553152
	North Carolina	37	2005	2005	2261	8705407
	North Carolina	37	2006	2006	2234	8917270
	North Carolina	37	2007	2007	2156	9118037
	North Carolina	37	2008	2008	2170	9309449
	North Carolina	37	2009	2009	2114	9449566
	North Carolina	37	2010	2010	2042	9535483
	North Carolina	37	2011	2011	2278	9656401
	North Carolina	37	2012	2012	2409	9752073
	North Carolina	37	2013	2013	2402	9848060
	North Carolina	37	2014	2014	2687	9943964
	North Carolina	37	2015	2015	2746	10042802
	North Carolina	37	2016	2016	2811	10146788
	North Carolina	37	2017	2017	2903	10273419
	North Carolina	37	2018	2018	3013	10383620
	North Carolina	37	2019	2019	3124	10488084
	North Dakota	38	1999	1999	203	644259
	North Dakota	38	2000	2000	203	642200
	North Dakota	38	2001	2001	196	639062
	North Dakota	38	2002	2002	214	638168
	North Dakota	38	2003	2003	211	638817
	North Dakota	38	2004	2004	209	644705
	North Dakota	38	2005	2005	204	646089
	North Dakota	38	2006	2006	208	649422
	North Dakota	38	2007	2007	226	652822
	North Dakota	38	2008	2008	201	657569
	North Dakota	38	2009	2009	214	664968
	North Dakota	38	2010	2010	192	672591
	North Dakota	38	2011	2011	207	683932
	North Dakota	38	2012	2012	185	699628
	North Dakota	38	2013	2013	197	723393
	North Dakota	38	2014	2014	176	739482
	North Dakota	38	2015	2015	195	756927
	North Dakota	38	2016	2016	171	757952
	North Dakota	38	2017	2017	194	755393
	North Dakota	38	2018	2018	214	760077
	North Dakota	38	2019	2019	183	762062
	Ohio	39	1999	1999	3675	11335454
	Ohio	39	2000	2000	3691	11353140
	Ohio	39	2001	2001	3750	11387404
	Ohio	39	2002	2002	3846	11407889
	Ohio	39	2003	2003	3731	11434788
	Ohio	39	2004	2004	3615	11452251
	Ohio	39	2005	2005	3794	11463320
	Ohio	39	2006	2006	3761	11481213
	Ohio	39	2007	2007	3722	11500468
	Ohio	39	2008	2008	3565	11515391
	Ohio	39	2009	2009	3401	11528896
	Ohio	39	2010	2010	3470	11536504
	Ohio	39	2011	2011	3668	11544951
	Ohio	39	2012	2012	3618	11544225
	Ohio	39	2013	2013	3563	11570808
	Ohio	39	2014	2014	3641	11594163
	Ohio	39	2015	2015	3645	11613423
	Ohio	39	2016	2016	3568	11614373
	Ohio	39	2017	2017	3740	11658609
	Ohio	39	2018	2018	3845	11689442
	Ohio	39	2019	2019	3873	11689100
	Oklahoma	40	1999	1999	986	3437147
	Oklahoma	40	2000	2000	978	3450654
	Oklahoma	40	2001	2001	1065	3467100
	Oklahoma	40	2002	2002	1064	3489080
	Oklahoma	40	2003	2003	1104	3504892
	Oklahoma	40	2004	2004	1139	3525233
	Oklahoma	40	2005	2005	1217	3548597
	Oklahoma	40	2006	2006	1166	3594090
	Oklahoma	40	2007	2007	1148	3634349
	Oklahoma	40	2008	2008	1103	3668976
	Oklahoma	40	2009	2009	1146	3717572
	Oklahoma	40	2010	2010	1089	3751351
	Oklahoma	40	2011	2011	1221	3791508
	Oklahoma	40	2012	2012	1201	3814820
	Oklahoma	40	2013	2013	1269	3850568
	Oklahoma	40	2014	2014	1261	3878051
	Oklahoma	40	2015	2015	1442	3911338
	Oklahoma	40	2016	2016	1393	3923561
	Oklahoma	40	2017	2017	1398	3930864
	Oklahoma	40	2018	2018	1340	3943079
	Oklahoma	40	2019	2019	1306	3956971
	Oregon	41	1999	1999	860	3393941
	Oregon	41	2000	2000	844	3421399
	Oregon	41	2001	2001	1011	3467937
	Oregon	41	2002	2002	1041	3513424
	Oregon	41	2003	2003	1032	3547376
	Oregon	41	2004	2004	1073	3569463
	Oregon	41	2005	2005	1149	3613202
	Oregon	41	2006	2006	1139	3670883
	Oregon	41	2007	2007	1113	3722417
	Oregon	41	2008	2008	1025	3768748
	Oregon	41	2009	2009	1073	3808600
	Oregon	41	2010	2010	1052	3831074
	Oregon	41	2011	2011	1113	3871859
	Oregon	41	2012	2012	1126	3899353
	Oregon	41	2013	2013	1109	3930065
	Oregon	41	2014	2014	1083	3970239
	Oregon	41	2015	2015	1148	4028977
	Oregon	41	2016	2016	1240	4093465
	Oregon	41	2017	2017	1243	4142776
	Oregon	41	2018	2018	1224	4190713
	Oregon	41	2019	2019	1266	4217737
	Pennsylvania	42	1999	1999	3742	12263805
	Pennsylvania	42	2000	2000	3794	12281054
	Pennsylvania	42	2001	2001	3826	12298970
	Pennsylvania	42	2002	2002	3708	12331031
	Pennsylvania	42	2003	2003	3732	12374658
	Pennsylvania	42	2004	2004	3579	12410722
	Pennsylvania	42	2005	2005	3553	12449990
	Pennsylvania	42	2006	2006	3466	12510809
	Pennsylvania	42	2007	2007	3442	12563937
	Pennsylvania	42	2008	2008	3313	12612285
	Pennsylvania	42	2009	2009	3254	12666858
	Pennsylvania	42	2010	2010	3242	12702379
	Pennsylvania	42	2011	2011	3462	12742886
	Pennsylvania	42	2012	2012	3735	12763536
	Pennsylvania	42	2013	2013	3804	12773801
	Pennsylvania	42	2014	2014	3765	12787209
	Pennsylvania	42	2015	2015	3777	12802503
	Pennsylvania	42	2016	2016	3560	12784227
	Pennsylvania	42	2017	2017	3704	12805537
	Pennsylvania	42	2018	2018	3603	12807060
	Pennsylvania	42	2019	2019	3654	12801989
	Rhode Island	44	1999	1999	236	1040402
	Rhode Island	44	2000	2000	292	1048319
	Rhode Island	44	2001	2001	265	1057142
	Rhode Island	44	2002	2002	263	1065995
	Rhode Island	44	2003	2003	252	1071342
	Rhode Island	44	2004	2004	280	1074579
	Rhode Island	44	2005	2005	282	1067916
	Rhode Island	44	2006	2006	206	1063096
	Rhode Island	44	2007	2007	248	1057315
	Rhode Island	44	2008	2008	195	1055003
	Rhode Island	44	2009	2009	213	1053646
	Rhode Island	44	2010	2010	211	1052567
	Rhode Island	44	2011	2011	180	1051302
	Rhode Island	44	2012	2012	198	1050292
	Rhode Island	44	2013	2013	258	1051511
	Rhode Island	44	2014	2014	252	1055173
	Rhode Island	44	2015	2015	276	1056298
	Rhode Island	44	2016	2016	239	1056426
	Rhode Island	44	2017	2017	275	1059639
	Rhode Island	44	2018	2018	249	1057315
	Rhode Island	44	2019	2019	265	1059361
	South Carolina	45	1999	1999	1118	3974682
	South Carolina	45	2000	2000	1206	4012012
	South Carolina	45	2001	2001	1088	4064995
	South Carolina	45	2002	2002	1112	4107795
	South Carolina	45	2003	2003	1161	4150297
	South Carolina	45	2004	2004	1165	4210921
	South Carolina	45	2005	2005	1187	4270150
	South Carolina	45	2006	2006	1136	4357847
	South Carolina	45	2007	2007	1231	4444110
	South Carolina	45	2008	2008	1133	4528996
	South Carolina	45	2009	2009	1128	4589872
	South Carolina	45	2010	2010	1128	4625364
	South Carolina	45	2011	2011	1090	4679230
	South Carolina	45	2012	2012	1197	4723723
	South Carolina	45	2013	2013	1240	4774839
	South Carolina	45	2014	2014	1239	4832482
	South Carolina	45	2015	2015	1347	4896146
	South Carolina	45	2016	2016	1369	4961119
	South Carolina	45	2017	2017	1535	5024369
	South Carolina	45	2018	2018	1580	5084127
	South Carolina	45	2019	2019	1610	5148714
	South Dakota	46	1999	1999	196	750412
	South Dakota	46	2000	2000	180	754844
	South Dakota	46	2001	2001	212	757972
	South Dakota	46	2002	2002	195	760020
	South Dakota	46	2003	2003	203	763729
	South Dakota	46	2004	2004	229	770396
	South Dakota	46	2005	2005	241	775493
	South Dakota	46	2006	2006	262	783033
	South Dakota	46	2007	2007	247	791623
	South Dakota	46	2008	2008	216	799124
	South Dakota	46	2009	2009	202	807067
	South Dakota	46	2010	2010	240	814180
	South Dakota	46	2011	2011	263	824082
	South Dakota	46	2012	2012	218	833354
	South Dakota	46	2013	2013	237	844877
	South Dakota	46	2014	2014	224	853175
	South Dakota	46	2015	2015	282	858469
	South Dakota	46	2016	2016	253	865454
	South Dakota	46	2017	2017	263	869666
	South Dakota	46	2018	2018	252	882235
	South Dakota	46	2019	2019	287	884659
	Tennessee	47	1999	1999	1436	5638706
	Tennessee	47	2000	2000	1591	5689283
	Tennessee	47	2001	2001	1746	5750789
	Tennessee	47	2002	2002	1749	5795918
	Tennessee	47	2003	2003	1855	5847812
	Tennessee	47	2004	2004	1882	5910809
	Tennessee	47	2005	2005	1844	5991057
	Tennessee	47	2006	2006	1715	6088766
	Tennessee	47	2007	2007	1700	6175727
	Tennessee	47	2008	2008	1733	6247411
	Tennessee	47	2009	2009	1759	6306019
	Tennessee	47	2010	2010	1687	6346105
	Tennessee	47	2011	2011	1748	6403353
	Tennessee	47	2012	2012	1852	6456243
	Tennessee	47	2013	2013	1827	6495978
	Tennessee	47	2014	2014	1727	6549352
	Tennessee	47	2015	2015	1798	6600299
	Tennessee	47	2016	2016	1883	6651194
	Tennessee	47	2017	2017	1915	6715984
	Tennessee	47	2018	2018	2023	6770010
	Tennessee	47	2019	2019	2161	6829174
	Texas	48	1999	1999	4931	20558220
	Texas	48	2000	2000	5196	20851820
	Texas	48	2001	2001	5456	21319622
	Texas	48	2002	2002	5654	21690325
	Texas	48	2003	2003	5668	22030931
	Texas	48	2004	2004	5435	22394023
	Texas	48	2005	2005	5605	22778123
	Texas	48	2006	2006	5201	23359580
	Texas	48	2007	2007	5109	23831983
	Texas	48	2008	2008	5155	24309039
	Texas	48	2009	2009	4873	24801761
	Texas	48	2010	2010	4744	25145561
	Texas	48	2011	2011	5091	25674681
	Texas	48	2012	2012	5136	26059203
	Texas	48	2013	2013	5273	26448193
	Texas	48	2014	2014	5348	26956958
	Texas	48	2015	2015	5521	27469114
	Texas	48	2016	2016	5470	27862596
	Texas	48	2017	2017	5832	28304596
	Texas	48	2018	2018	5991	28701845
	Texas	48	2019	2019	6889	28995881
	Utah	49	1999	1999	472	2203482
	Utah	49	2000	2000	530	2233169
	Utah	49	2001	2001	509	2283715
	Utah	49	2002	2002	514	2324815
	Utah	49	2003	2003	520	2360137
	Utah	49	2004	2004	485	2401580
	Utah	49	2005	2005	541	2457719
	Utah	49	2006	2006	496	2525507
	Utah	49	2007	2007	548	2597746
	Utah	49	2008	2008	468	2663029
	Utah	49	2009	2009	463	2723421
	Utah	49	2010	2010	471	2763885
	Utah	49	2011	2011	561	2817222
	Utah	49	2012	2012	541	2855287
	Utah	49	2013	2013	578	2900872
	Utah	49	2014	2014	570	2942902
	Utah	49	2015	2015	604	2995919
	Utah	49	2016	2016	624	3051217
	Utah	49	2017	2017	596	3101833
	Utah	49	2018	2018	629	3161105
	Utah	49	2019	2019	692	3205958
	Vermont	50	1999	1999	179	604683
	Vermont	50	2000	2000	163	608827
	Vermont	50	2001	2001	155	612223
	Vermont	50	2002	2002	174	615442
	Vermont	50	2003	2003	183	617858
	Vermont	50	2004	2004	150	619920
	Vermont	50	2005	2005	173	621215
	Vermont	50	2006	2006	175	622892
	Vermont	50	2007	2007	170	623481
	Vermont	50	2008	2008	151	624151
	Vermont	50	2009	2009	143	624817
	Vermont	50	2010	2010	151	625741
	Vermont	50	2011	2011	168	626431
	Vermont	50	2012	2012	168	626011
	Vermont	50	2013	2013	139	626630
	Vermont	50	2014	2014	154	626562
	Vermont	50	2015	2015	159	626042
	Vermont	50	2016	2016	166	624594
	Vermont	50	2017	2017	163	623657
	Vermont	50	2018	2018	156	626299
	Vermont	50	2019	2019	136	623989
	Virginia	51	1999	1999	1486	7000174
	Virginia	51	2000	2000	1564	7078515
	Virginia	51	2001	2001	1613	7198362
	Virginia	51	2002	2002	1558	7286873
	Virginia	51	2003	2003	1587	7366977
	Virginia	51	2004	2004	1602	7475575
	Virginia	51	2005	2005	1642	7577105
	Virginia	51	2006	2006	1632	7673725
	Virginia	51	2007	2007	1507	7751000
	Virginia	51	2008	2008	1534	7833496
	Virginia	51	2009	2009	1560	7925937
	Virginia	51	2010	2010	1530	8001024
	Virginia	51	2011	2011	1643	8096604
	Virginia	51	2012	2012	1603	8185867
	Virginia	51	2013	2013	1626	8260405
	Virginia	51	2014	2014	1683	8326289
	Virginia	51	2015	2015	2044	8382993
	Virginia	51	2016	2016	2062	8411808
	Virginia	51	2017	2017	1967	8470020
	Virginia	51	2018	2018	2286	8517685
	Virginia	51	2019	2019	2350	8535519
	Washington	53	1999	1999	1307	5842564
	Washington	53	2000	2000	1331	5894121
	Washington	53	2001	2001	1403	5985722
	Washington	53	2002	2002	1494	6052349
	Washington	53	2003	2003	1509	6104115
	Washington	53	2004	2004	1508	6178645
	Washington	53	2005	2005	1554	6257305
	Washington	53	2006	2006	1543	6370753
	Washington	53	2007	2007	1508	6461587
	Washington	53	2008	2008	1590	6562231
	Washington	53	2009	2009	1554	6667426
	Washington	53	2010	2010	1499	6724540
	Washington	53	2011	2011	1633	6830038
	Washington	53	2012	2012	1650	6897012
	Washington	53	2013	2013	1616	6971406
	Washington	53	2014	2014	1668	7061530
	Washington	53	2015	2015	1811	7170351
	Washington	53	2016	2016	1673	7288000
	Washington	53	2017	2017	1812	7405743
	Washington	53	2018	2018	1779	7535591
	Washington	53	2019	2019	1842	7614893
	West Virginia	54	1999	1999	734	1811799
	West Virginia	54	2000	2000	759	1808344
	West Virginia	54	2001	2001	802	1801481
	West Virginia	54	2002	2002	846	1805414
	West Virginia	54	2003	2003	807	1812295
	West Virginia	54	2004	2004	840	1816438
	West Virginia	54	2005	2005	766	1820492
	West Virginia	54	2006	2006	743	1827912
	West Virginia	54	2007	2007	800	1834052
	West Virginia	54	2008	2008	753	1840310
	West Virginia	54	2009	2009	746	1847775
	West Virginia	54	2010	2010	776	1852994
	West Virginia	54	2011	2011	790	1855364
	West Virginia	54	2012	2012	741	1855413
	West Virginia	54	2013	2013	841	1854304
	West Virginia	54	2014	2014	818	1850326
	West Virginia	54	2015	2015	784	1844128
	West Virginia	54	2016	2016	860	1831102
	West Virginia	54	2017	2017	864	1815857
	West Virginia	54	2018	2018	927	1805832
	West Virginia	54	2019	2019	952	1792147
	Wisconsin	55	1999	1999	1273	5332666
	Wisconsin	55	2000	2000	1309	5363675
	Wisconsin	55	2001	2001	1337	5406835
	Wisconsin	55	2002	2002	1353	5445162
	Wisconsin	55	2003	2003	1331	5479203
	Wisconsin	55	2004	2004	1310	5514026
	Wisconsin	55	2005	2005	1276	5546166
	Wisconsin	55	2006	2006	1212	5577655
	Wisconsin	55	2007	2007	1136	5610775
	Wisconsin	55	2008	2008	1152	5640996
	Wisconsin	55	2009	2009	1110	5669264
	Wisconsin	55	2010	2010	1158	5686986
	Wisconsin	55	2011	2011	1197	5711767
	Wisconsin	55	2012	2012	1289	5726398
	Wisconsin	55	2013	2013	1285	5742713
	Wisconsin	55	2014	2014	1352	5757564
	Wisconsin	55	2015	2015	1382	5771337
	Wisconsin	55	2016	2016	1440	5778708
	Wisconsin	55	2017	2017	1433	5795483
	Wisconsin	55	2018	2018	1508	5813568
	Wisconsin	55	2019	2019	1548	5822434
	Wyoming	56	1999	1999	135	491780
	Wyoming	56	2000	2000	111	493782
	Wyoming	56	2001	2001	120	494657
	Wyoming	56	2002	2002	145	500017
	Wyoming	56	2003	2003	138	503453
	Wyoming	56	2004	2004	110	509106
	Wyoming	56	2005	2005	130	514157
	Wyoming	56	2006	2006	126	522667
	Wyoming	56	2007	2007	139	534876
	Wyoming	56	2008	2008	130	546043
	Wyoming	56	2009	2009	105	559851
	Wyoming	56	2010	2010	105	563626
	Wyoming	56	2011	2011	108	568158
	Wyoming	56	2012	2012	97	576412
	Wyoming	56	2013	2013	89	582658
	Wyoming	56	2014	2014	110	584153
	Wyoming	56	2015	2015	136	586107
	Wyoming	56	2016	2016	112	585501
	Wyoming	56	2017	2017	121	579315
	Wyoming	56	2018	2018	145	577737
	Wyoming	56	2019	2019	132	578759
---						
"Dataset: Underlying Cause of Death, 1999-2019"						
Query Parameters:						
ICD-10 Codes: E10-E14 (Diabetes mellitus)						
Group By: State; Year						
Show Totals: False						
Show Zero Values: True						
Show Suppressed: True						
"Calculate Rates Per: 100,000"						
Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)						
---						
Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information.						
---						
"Query Date: Dec 28, 2020 12:58:46 PM"						
---						
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death"						
"1999-2019 on CDC WONDER Online Database, released in 2020. Data are from the Multiple Cause of Death Files, 1999-2019, as"						
compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed						
"at http://wonder.cdc.gov/ucd-icd10.html on Dec 28, 2020 12:58:46 PM"						
---						
Caveats:						
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"						
http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision.						
2. Circumstances in Georgia for the years 2008 and 2009 have resulted in unusually high death counts for the ICD-10 cause of						
"death code R99, ""Other ill-defined and unspecified causes of mortality."" Caution should be used in interpreting these data."						
More information: http://wonder.cdc.gov/wonder/help/ucd.html#Georgia-Reporting-Anomalies.						
3. Circumstances in New Jersey for the year 2009 have resulted in unusually high death counts for the ICD-10 cause of death code						
"R99, ""Other ill-defined and unspecified causes of mortality"" and therefore unusually low death counts in other ICD-10 codes,"						
"most notably R95, ""Sudden Infant Death Syndrome"" and X40-X49, ""Unintentional poisoning."" Caution should be used in"						
interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#New-Jersey-Reporting-Anomalies.						
"4. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other"						
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in"						
interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#California-Reporting-Anomalies.						
"5. The population figures for year 2019 are bridged-race estimates of the July 1 resident population, from the Vintage 2019"						
"postcensal series released by NCHS on July 9, 2020. The population figures for year 2018 are bridged-race estimates of the July"						
"1 resident population, from the Vintage 2018 postcensal series released by NCHS on June 25, 2019. The population figures for"						
"year 2017 are bridged-race estimates of the July 1 resident population, from the Vintage 2017 postcensal series released by NCHS"						
"on June 27, 2018. The population figures for year 2016 are bridged-race estimates of the July 1 resident population, from the"						
"Vintage 2016 postcensal series released by NCHS on June 26, 2017. The population figures for year 2015 are bridged-race"						
"estimates of the July 1 resident population, from the Vintage 2015 postcensal series released by NCHS on June 28, 2016. The"						
"population figures for year 2014 are bridged-race estimates of the July 1 resident population, from the Vintage 2014 postcensal"						
"series released by NCHS on June 30, 2015. The population figures for year 2013 are bridged-race estimates of the July 1 resident"						
"population, from the Vintage 2013 postcensal series released by NCHS on June 26, 2014. The population figures for year 2012 are"						
"bridged-race estimates of the July 1 resident population, from the Vintage 2012 postcensal series released by NCHS on June 13,"						
"2013. The population figures for year 2011 are bridged-race estimates of the July 1 resident population, from the Vintage 2011"						
"postcensal series released by NCHS on July 18, 2012. Population figures for 2010 are April 1 Census counts. The population"						
"figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident population, from the revised intercensal"						
"county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population figures for 2000 are April 1 Census counts."						
Population figures for 1999 are from the 1990-1999 intercensal series of July 1 estimates. Population figures for the infant age						
groups are the number of live births. <br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from						
"previously published reports, due to use of the population estimates which were available at the time of release."						
6. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the						
resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group.						
